	A549_CTL_rnaseq	A549_PIC_rnaseq
RASL10A	1	43
RASIP1	15	29
RASGRP4	11	6
RASGRP3	70	119
RASGRP2	2	12
RASGRP1	90	131
RASGRF2-AS1	3	12
RASGRF2	243	39
RASGRF1	14	5
RASGEF1B	0	15
RASGEF1A	363	64
RASEF	4004	3374
RASD2	72	15
RASD1	14	339
RASAL2-AS1	44	191
RASAL2	3201	482
RASAL1	16	2
RASA4CP	15	7
RASA4B	15	19
RASA4	9	10
RASA3	744	72
RASA2	1621	345
RASA1	2825	463
RARS2	1858	244
RARS1	9808	879
RARRES2P4	1	12
RARRES2P11	4	13
RARRES1	930	346
RARG	565	124
RARB	787	92
RARA-AS1	18	53
RARA	1183	414
RAPSN	2	21
RAPH1	1972	985
RAPGEFL1	132	329
RAPGEF6	3102	319
RAPGEF5	28	9
RAPGEF4	39	68
RAPGEF3	30	138
RAPGEF2	1709	483
RAPGEF1	3013	206
RAP2C-AS1	294	145
RAP2C	3843	1717
RAP2B	1907	3461
RAP2A	1882	383
RAP1GDS1	2784	92
RAP1GAP2	909	167
RAP1GAP	2321	373
RAP1BL	62	11
RAP1B	7329	1164
RAP1AP	1	30
RAP1A	1685	121
RANP4	0	107
RANP1	449	37
RANGRF	741	471
RANGAP1	4487	1198
RANBP9	2026	310
RANBP6	3530	6641
RANBP3L	2	614
RANBP3-DT	10	112
RANBP3	1583	185
RANBP2	13602	1713
RANBP1P1	16	0
RANBP17	714	111
RANBP10	1113	456
RANBP1	7227	837
RAN	37957	4865
RAMP2-AS1	15	23
RAMACL	10	23
RAMAC	1397	1092
RALY-AS1	138	774
RALY	3758	922
RALGPS2-AS1	18	22
RALGPS2	2460	536
RALGPS1	375	131
RALGDS	539	258
RALGAPB	6032	751
RALGAPA2	888	99
RALGAPA1P1	87	167
RALGAPA1	3048	595
RALBP1	3798	113
RALB	5603	203
RALA	2551	238
RAI14	7674	1424
RAI1	3013	1022
RAG2	52	10
RAG1	10	31
RAF1	6383	2243
RAET1L	4	8636
RAET1K	53	57
RAET1G	107	127
RAET1E-AS1	83	70
RAET1E	175	37
RAE1	3042	2115
RADX	55	8
RADIL	136	206
RAD9B	212	217
RAD9A	1059	278
RAD54L2	1459	292
RAD54L	734	299
RAD54B	2805	203
RAD52	748	268
RAD51D	1866	367
RAD51C	2438	366
RAD51B	179	62
RAD51AP1	3304	227
RAD51-AS1	220	219
RAD51	862	94
RAD50	10649	1758
RAD23B	14673	692
RAD23A	2502	1873
RAD21L1	8	158
RAD21-AS1	91	93
RAD21	16301	5240
RAD18	4025	887
RAD17P2	0	103
RAD17	2237	541
RAD1	3296	649
RACK1	29055	4521
RACGAP1	7685	708
RAC3	176	89
RAC1P2	108	11
RAC1	16948	3224
RABL6	3628	299
RABL3	2134	353
RABL2B	770	678
RABL2A	217	584
RABIF	999	550
RABGGTB	4634	6959
RABGGTA	360	313
RABGEF1P3	39	26
RABGEF1P2	40	27
RABGEF1P1	485	140
RABGEF1	2161	656
RABGAP1L	953	479
RABGAP1	3186	304
RABEPK	1143	164
RABEP2	411	78
RABEP1	7482	812
RABAC1	878	116
RAB9A	1267	1734
RAB8B	2284	2808
RAB8A	3630	278
RAB7A	8201	537
RAB6D	30	10
RAB6C-AS1	15	0
RAB6C	19	0
RAB6B	121	88
RAB6A	7212	372
RAB5IF	5835	677
RAB5C	6920	761
RAB5B	2800	1246
RAB5A	4532	2343
RAB4B-EGLN2	2270	598
RAB4B	260	256
RAB4A-AS1	843	177
RAB4A	2178	165
RAB43	225	31
RAB42	11	19
RAB41	26	126
RAB40C	332	56
RAB40B	255	25
RAB40AL	9	18
RAB40A	33	35
RAB3IP	1496	221
RAB3IL1	319	45
RAB3GAP2	4759	1333
RAB3GAP1	3990	748
RAB3D	1009	164
RAB3B	3560	106
RAB3A	33	26
RAB39B	48	57
RAB39A	100	10
RAB38	104	4
RAB37	77	22
RAB36	519	45
RAB35	3252	387
RAB34	4161	646
RAB33B-AS1	82	136
RAB33B	721	543
RAB33A	8	13
RAB32	1015	344
RAB31	1868	124
RAB30-DT	466	1714
RAB30	888	691
RAB2B	1445	1319
RAB2A	9738	642
RAB29	1707	227
RAB28P5	5	34
RAB28	786	210
RAB27B	11027	885
RAB27A	1185	278
RAB26	193	363
RAB24	554	1109
RAB23	1659	290
RAB22A	2815	694
RAB21	4562	1796
RAB20	40	8
RAB1B	3341	939
RAB1AP1	0	24
RAB1A	10908	879
RAB18	6534	872
RAB17-DT	0	14
RAB15	3469	233
RAB14	7542	1148
RAB13	3245	690
RAB12	2461	1341
RAB11FIP5	1850	488
RAB11FIP4	352	46
RAB11FIP3	1220	100
RAB11FIP2	3229	705
RAB11FIP1P1	223	58
RAB11FIP1	3652	1404
RAB11B-AS1	107	383
RAB11B	1017	404
RAB11A	9384	506
RAB10	31091	2254
R3HDML-AS1	9	163
R3HDML	6	104
R3HDM4	618	330
R3HDM2-DT	2	24
R3HDM2	1462	1220
R3HDM1	3182	111
R3HCC1L	1511	173
R3HCC1	1010	469
QTRT2	4284	1172
QTRT1	440	641
QSOX2	2914	533
QSOX1	2625	657
QSER1	8688	697
QRSL1P3	2	10
QRSL1	1618	198
QRICH2	77	35
QRICH1	2640	545
QRFP	3	18
QPRT	98	10
QPCTL	227	364
QPCT	2055	282
QKI	7686	3342
QDPR	1982	146
QARS1	2967	1771
PYY2	8	213
PYY	0	39
PYURF	2191	1344
PYROXD2	174	140
PYROXD1	4749	1671
PYM1	849	287
PYGO2	3081	2930
PYGO1	2345	193
PYGM	6	1033
PYGL	4555	399
PYGB	16878	958
PYCR3	878	52
PYCR2	1827	795
PYCR1	1432	73
PYCARD-AS1	54	23
PYCARD	119	32
PXYLP1	709	292
PXT1	0	10
PXN-AS1	4209	369
PXN	7468	670
PXMP4	561	40
PXMP2	348	150
PXK	618	279
PXDN	409	22
PXDC1	504	93
PWWP3A	1194	150
PWWP2B	372	15
PWWP2A	1450	604
PWP2	10	4
PWP1	6187	402
PWAR5	169	47
PVT1	2438	1399
PVRIG2P	189	186
PVRIG	213	87
PVR	12237	4345
PUSL1	178	18
PUS7L	3579	427
PUS7	3958	1578
PUS3	438	417
PUS10	351	407
PUS1	1302	626
PURPL	1012	899
PURB	4168	4456
PURA	2078	1663
PUM3	5544	590
PUM2	10130	1128
PUM1	4866	2332
PUF60	5303	1437
PUDP	2211	77
PTX3	12	1416
PTTG1IP	6423	1190
PTTG1	2193	1693
PTS	1086	326
PTRHD1	1031	63
PTRH2	8108	1976
PTRH1	228	45
PTPRU	639	32
PTPRS	2655	218
PTPRQ	65	17
PTPRO	63	37
PTPRN2	60	2
PTPRN	6	62
PTPRM	5072	699
PTPRK-AS1	280	14
PTPRK	3640	522
PTPRJ	6723	598
PTPRH	178	911
PTPRG-AS1	355	51
PTPRG	1320	82
PTPRF	9469	359
PTPRE	115	32
PTPRD-AS1	2	20
PTPRD	152	43
PTPRCAP	12	45
PTPRC	0	29
PTPRB	144	10
PTPRA	4402	781
PTPN9	3549	199
PTPN6	628	665
PTPN4	1895	238
PTPN3	3010	141
PTPN2P2	10	35
PTPN23-DT	74	207
PTPN23	1082	252
PTPN21	1618	455
PTPN20CP	24	1
PTPN20	396	35
PTPN2	2137	500
PTPN18	1445	336
PTPN14	3768	926
PTPN13	3495	700
PTPN12	6592	642
PTPN11	20344	1684
PTPN1	3734	1373
PTPMT1	2066	515
PTPDC1	837	49
PTPA	4515	408
PTP4A3	95	20
PTP4A2P1	26	20
PTP4A2	14519	1476
PTP4A1P6	0	58
PTP4A1	25395	17539
PTOV1-AS2	914	436
PTOV1-AS1	805	440
PTOV1	1954	1045
PTN	2	28
PTMS	8207	2831
PTMAP9	124	24
PTMAP5	819	158
PTMAP4	206	29
PTMAP2	158	20
PTMA	57824	14797
PTK7	47	6
PTK6	91	143
PTK2B	617	97
PTK2	8913	557
PTHLH	309	1944
PTH1R	10	0
PTGS2	4268	25166
PTGS1	55	24
PTGR2	1807	446
PTGR1	15960	524
PTGIS	0	20
PTGIR	4	14
PTGFRN	2686	63
PTGES3P4	21	4
PTGES3P3	173	21
PTGES3P2	0	98
PTGES3P1	245	124
PTGES3L-AARSD1	1345	875
PTGES3L	53	31
PTGES3	31415	2560
PTGES2-AS1	4	168
PTGES2	1340	196
PTGES	3721	271
PTGER4	127	9846
PTGER3	0	34
PTGER2	39	29
PTGDR2	242	61
PTER	2522	439
PTENP1-AS	86	12
PTENP1	103	45
PTEN	6337	1592
PTDSS2	933	80
PTDSS1	7683	377
PTCSC2	0	88
PTCHD4	12	4
PTCHD3P1	271	65
PTCHD1-AS	12	0
PTCH2	14	197
PTCH1	371	102
PTCD3	6569	1646
PTCD2P2	0	29
PTCD2	1678	502
PTCD1	3375	3366
PTBP3	14443	1055
PTBP2	1058	316
PTBP1	16678	5638
PTAR1	7153	1722
PTAFR	27	11
PSTPIP2	14	12
PSTK	299	339
PSRC1	798	72
PSPN	88	596
PSPHP1	2	15
PSPH	2119	99
PSPC1-AS2	43	81
PSPC1	2769	516
PSORS1C3	21	298
PSORS1C2	5	32
PSORS1C1	87	558
PSMG4	857	373
PSMG3-AS1	80	63
PSMG3	822	1188
PSMG2	1746	959
PSMG1	2488	275
PSMF1	6900	675
PSME4	8358	1303
PSME3IP1	4697	835
PSME3	16109	1994
PSME2P1	17	12
PSME2	2529	6750
PSME1	2481	3558
PSMD9	1752	218
PSMD8	8211	1986
PSMD7-DT	0	72
PSMD7	8851	3470
PSMD6-AS2	59	114
PSMD6-AS1	20	63
PSMD6	4646	2810
PSMD5	5207	630
PSMD4P1	12	14
PSMD4	4997	1605
PSMD3	6051	3731
PSMD2	11350	2572
PSMD14-DT	82	170
PSMD14	7720	555
PSMD13	5246	1714
PSMD12P1	33	14
PSMD12	10887	3558
PSMD11	12599	2936
PSMD10P2	12	3
PSMD10	3708	1024
PSMD1	13752	709
PSMC6	6661	3959
PSMC5	8076	5558
PSMC4	9542	5290
PSMC3IP	2554	3744
PSMC3	5814	2056
PSMC2P1	22	6
PSMC2	7044	1589
PSMC1P9	13	2
PSMC1P1	153	27
PSMC1	10700	2140
PSMB9	128	119
PSMB8-AS1	270	1054
PSMB8	613	514
PSMB7	5066	522
PSMB6	3378	1245
PSMB5	4812	392
PSMB4	4996	8227
PSMB3	4444	392
PSMB2	6607	1412
PSMB10	303	52
PSMB1	3684	1416
PSMA7	8335	1053
PSMA6P1	100	1
PSMA6	6186	1071
PSMA5	4676	1492
PSMA4	13478	3744
PSMA3-AS1	1942	2666
PSMA3	6078	5140
PSMA2	7367	1062
PSMA1	9055	6002
PSKH1	777	124
PSIP1	9156	837
PSG9	2	366
PSG8	2	25
PSG6	14	6
PSG5	27	25
PSG4	101	191
PSG3	10	0
PSG11	1	14
PSG1	40	23
PSENEN	1976	648
PSEN2	1286	285
PSEN1	4317	992
PSD4	680	205
PSD3	2190	349
PSD2	0	10
PSD	67	578
PSCA	29	110
PSAT1	11985	266
PSAPL1	18	15
PSAP	31855	7537
PRXL2C	988	126
PRXL2B	641	55
PRXL2AP2	0	86
PRXL2A	5013	155
PRX	86	115
PRUNE2	21	44
PRUNE1	808	64
PRTG	937	374
PRTFDC1	1596	217
PRSS8	0	23
PRSS56	13	3
PRSS54	128	84
PRSS53	70	99
PRSS3P4	4	13
PRSS36	15	20
PRSS30P	1	11
PRSS3	206	16
PRSS27	4	159
PRSS23-AS1	6	11
PRSS23	29792	14526
PRSS22	8	19
PRSS16	158	65
PRSS12	64	182
PRRX2	12	1
PRRX1	24	11
PRRT3-AS1	104	13
PRRT3	156	90
PRRT2	36	67
PRRT1B	140	3
PRRT1	8	49
PRRG4	151	1043
PRRG2	8	30
PRRG1	1361	123
PRRC2C	20729	2939
PRRC2B	8475	1133
PRRC2A	6390	10068
PRRC1	5655	766
PRR7-AS1	106	132
PRR7	181	149
PRR5L	342	50
PRR5-ARHGAP8	189	17
PRR5	376	20
PRR4	92	11
PRR36	21	5
PRR34-AS1	62	24
PRR34	23	2
PRR3	737	331
PRR29	11	4
PRR22	52	303
PRR20G	0	53
PRR19	410	33
PRR18	4	22
PRR15L	45	2
PRR15-DT	30	243
PRR15	403	4774
PRR14L	3065	719
PRR14	582	2774
PRR13P5	125	12
PRR13	5987	1439
PRR12	1602	228
PRR11	7008	229
PRPSAP2	2120	288
PRPSAP1	2067	96
PRPS2	4951	404
PRPS1P2	62	129
PRPS1	5380	341
PRPH	18	131
PRPF8	39500	7131
PRPF6	4396	636
PRPF4B	9211	9435
PRPF40B	458	284
PRPF40A	12730	2731
PRPF4	5628	676
PRPF39-DT	0	19
PRPF39	5620	3804
PRPF38B	4763	6361
PRPF38A	1993	2235
PRPF31-AS1	1906	624
PRPF31	3777	1567
PRPF3	4098	2529
PRPF19	5406	1021
PRPF18	1918	385
PROZ	14	39
PROX2	70	38
PROX1-AS1	0	13
PROX1	2	216
PROSER3	1401	735
PROSER2-AS1	51	13
PROSER2	494	100
PROSER1	1785	793
PROS1	3116	71
PRORSD1P	60	191
PRORP	3965	873
PROM1	2	13
PRODH2	12	4
PRODH	66	10
PROCR	1822	86
PROCA1	91	147
PROC	26	0
PROB1	70	211
PRNP	12831	4208
PRND	0	13
PRNCR1	4	11
PRMT9	618	151
PRMT7	1061	300
PRMT5-DT	205	33
PRMT5-AS1	3715	1613
PRMT5	5796	2714
PRMT3	5158	591
PRMT2	1999	364
PRMT1	8760	4224
PRLR	16	4
PRKY	211	60
PRKXP1	19	93
PRKX	1899	255
PRKRIP1	1132	745
PRKRA	2771	688
PRKG2-AS1	2	13
PRKG2	121	63
PRKG1-AS1	781	1005
PRKG1	41	49
PRKDC	45151	1711
PRKD3-DT	1	10
PRKD3	3545	458
PRKD2	920	780
PRKD1	325	60
PRKCZ-AS1	32	4
PRKCZ	358	80
PRKCSH	5840	962
PRKCQ-AS1	438	302
PRKCQ	530	46
PRKCI	3966	352
PRKCH-AS1	4	13
PRKCH	397	170
PRKCG	19	125
PRKCE	1046	101
PRKCD	588	136
PRKCA	9481	267
PRKAR2B	584	55
PRKAR2A-AS1	68	10
PRKAR2A	4886	128
PRKAR1B	1682	81
PRKAR1A	18959	4634
PRKAG2-AS1	10	32
PRKAG2	3242	366
PRKAG1	2409	683
PRKACB-DT	16	523
PRKACB	2996	204
PRKACA	1685	173
PRKAB2	1735	900
PRKAB1	1402	1009
PRKAA2	1522	387
PRKAA1	8036	2043
PRIMPOL	979	241
PRIMA1	48	2
PRIM2	1444	88
PRIM1	2881	68
PRICKLE4	89	351
PRICKLE3	2559	290
PRICKLE2-AS3	23	51
PRICKLE2-AS1	438	115
PRICKLE2	1013	278
PRICKLE1	332	117
PRH1	271	202
PRG4	416	228
PREX1	2337	545
PREPL	6688	2754
PREP	2075	173
PRELP	2	74
PRELID3BP10	2	11
PRELID3BP1	0	10
PRELID3B	6768	1884
PRELID3A	130	60
PRELID2	780	34
PRELID1P6	598	198
PRELID1	5319	2343
PRECSIT	30	174
PREB	2474	164
PRDX6-AS1	28	102
PRDX6	7721	2351
PRDX5	4883	192
PRDX4	4774	288
PRDX3P2	15	6
PRDX3	17433	2659
PRDX2P3	0	15
PRDX2	17	54
PRDX1	42965	1552
PRDM9	1	12
PRDM8-AS1	0	26
PRDM8	4	108
PRDM7	0	36
PRDM6-AS1	0	28
PRDM6	12	106
PRDM5	755	271
PRDM4	2348	840
PRDM2	1699	1048
PRDM15	719	129
PRDM13	60	23
PRDM12	10	11
PRDM11	742	235
PRDM10-DT	0	30
PRDM10	767	96
PRDM1	67	1022
PRCP	3099	231
PRCD	18	64
PRCC	2468	1330
PRC1-AS1	6813	1396
PRC1	12535	2409
PRAP1	2	10
PRANCR	34	758
PRAME	4047	1064
PRAM1	0	16
PRAL	4	55
PRAG1	2100	238
PRAF2	480	155
PRADC1P1	2	16
PRADC1	381	68
PQBP1	2529	5706
PPY	0	14
PPWD1	2434	693
PPTC7	3147	1617
PPT2-EGFL8	842	479
PPT2	289	81
PPT1	5074	495
PPRC1	3334	4036
PPP6R3	10785	995
PPP6R2	908	404
PPP6R1	5746	654
PPP6C	4383	821
PPP5D1P	10	116
PPP5C	5164	636
PPP4R4	9	60
PPP4R3B-DT	68	73
PPP4R3B	8704	2957
PPP4R3A	7438	2198
PPP4R2	7291	2770
PPP4R1L	347	338
PPP4R1-AS1	0	17
PPP4R1	4977	456
PPP4C	2002	1127
PPP3R1	8157	1229
PPP3CC	947	117
PPP3CB-AS1	706	544
PPP3CB	2802	304
PPP3CA	3438	175
PPP2R5E	5198	334
PPP2R5D	2509	510
PPP2R5CP	30	0
PPP2R5C	4940	468
PPP2R5B	171	156
PPP2R5A	2996	212
PPP2R3C	1315	644
PPP2R3B	397	238
PPP2R3A	707	90
PPP2R2D	1673	663
PPP2R2C	2780	106
PPP2R2B	10	4
PPP2R2A	5392	2050
PPP2R1B	3604	362
PPP2R1A	8825	810
PPP2CB	5474	1656
PPP2CA-DT	25	50
PPP2CA	13666	3466
PPP1R9B	2667	357
PPP1R9A	2252	336
PPP1R8	2627	788
PPP1R7	2353	255
PPP1R42	1239	317
PPP1R3G	10	4
PPP1R3F	125	199
PPP1R3E	503	746
PPP1R3D	462	228
PPP1R3C	823	2717
PPP1R3B-DT	51	36
PPP1R3B	770	731
PPP1R37	1145	332
PPP1R36	3	44
PPP1R35-AS1	159	194
PPP1R35	327	391
PPP1R32	5	25
PPP1R2B	14	6
PPP1R27	0	132
PPP1R26-AS1	76	41
PPP1R26	1266	210
PPP1R21-DT	8	103
PPP1R21	1264	261
PPP1R2	2529	1035
PPP1R1C	51	23
PPP1R1B	0	43
PPP1R18	1261	5132
PPP1R16B	58	8
PPP1R16A	600	405
PPP1R15B-AS1	59	8
PPP1R15B	6572	8717
PPP1R15A	2667	152662
PPP1R14C	35	14
PPP1R14BP3	183	38
PPP1R14B-AS1	164	79
PPP1R14B	2067	517
PPP1R14A	1115	38
PPP1R13L	256	126
PPP1R13B	1075	304
PPP1R12C	1440	2740
PPP1R12B	1686	164
PPP1R12A-AS2	88	31
PPP1R12A-AS1	166	234
PPP1R12A	5205	1037
PPP1R11	2138	1106
PPP1R10	2659	5333
PPP1CC	17378	4546
PPP1CB-DT	77	59
PPP1CB	21408	1384
PPP1CA	5169	866
PPOX	232	119
PPME1	3448	347
PPM1N	91	15
PPM1M	152	33
PPM1L-DT	18	469
PPM1L	291	65
PPM1K-DT	3	112
PPM1K	74	4547
PPM1J-DT	0	32
PPM1J	24	20
PPM1H	2147	143
PPM1G	12872	814
PPM1F-AS1	921	672
PPM1F	1607	669
PPM1E	69	15
PPM1D	1651	647
PPM1B-DT	2	54
PPM1B	4084	1072
PPM1A	3723	347
PPL	1054	224
PPIP5K2	5880	453
PPIP5K1	345	29
PPIL6	102	28
PPIL4	1819	886
PPIL3	1043	340
PPIL2	1386	303
PPIL1	2638	257
PPIH	1026	389
PPIG	6909	1456
PPIF	5994	4030
PPIEL	172	291
PPIE	1569	579
PPID	2753	2178
PPIC-AS1	41	20
PPIC	589	197
PPIB	13324	1698
PPIAP53	14	79
PPIAP4	0	13
PPIAP35	7	10
PPIAP31	164	7
PPIAP3	0	14
PPIAP29	39	17
PPIAP22	537	33
PPIAP2	0	16
PPIAP11	95	15
PPIA	56910	6241
PPHLN1	4834	1199
PPFIBP2	1614	161
PPFIBP1	3549	393
PPFIA4	20	10
PPFIA3	311	311
PPFIA1	4768	458
PPEF2	0	10
PPEF1	57	20
PPDPF	387	154
PPCS	1921	634
PPCDC	604	95
PPBP	16	53
PPATP1	13	0
PPAT	4361	886
PPARGC1B	671	33
PPARGC1A	646	119
PPARG	1744	346
PPARD	334	110
PPARA	261	55
PPAN-P2RY11	1239	1014
PPAN	1373	1132
PPA2	2647	168
PPA1	9513	5675
PP7080	660	573
PP2D1	801	515
POU6F1	61	16
POU5F1	74	464
POU4F3	6	26
POU4F1	234	433
POU3F4	0	249
POU3F3	3	34
POU3F1	0	58
POU2F2	14	66
POU2F1-DT	0	209
POU2F1	1935	154
POU1F1	6	32
POT1-AS1	11	15
POT1	1731	232
PORCN	274	271
POR	3457	790
POPDC3	682	78
POPDC2	12	86
POP7	910	235
POP5	899	361
POP4	3780	2626
POP1	2685	283
PON3	1296	630
PON2	22158	2357
PON1	20	262
POMZP3	577	222
POMT2	1503	659
POMT1	847	414
POMP	4464	730
POMK	1737	308
POMGNT2	271	5
POMGNT1	1935	879
POM121L9P	35	33
POM121C	2768	1564
POM121B	19	4
POM121	2740	2130
POLRMTP1	17	9
POLRMT	1031	484
POLR3K	1175	56
POLR3H	2403	260
POLR3GL	458	191
POLR3G	2569	158
POLR3F	2328	1545
POLR3E	1485	606
POLR3D	2819	1967
POLR3C	2423	2585
POLR3B	1191	142
POLR3A	3542	638
POLR2MP1	25	6
POLR2M	5169	1887
POLR2L	3616	410
POLR2KP1	8	25
POLR2K	3534	2331
POLR2J4	445	203
POLR2J3	242	109
POLR2J2	79	81
POLR2J	743	176
POLR2I	1454	342
POLR2H	1238	407
POLR2G	2411	366
POLR2F	1405	373
POLR2E	2567	618
POLR2D	3663	1713
POLR2CP1	0	17
POLR2C	5052	2475
POLR2B	11056	3119
POLR2A	7872	25886
POLR1H	366	449
POLR1G	3083	1205
POLR1F	3745	2112
POLR1E	3552	245
POLR1D	2732	935
POLR1C	2440	1201
POLR1B	4444	582
POLR1A	9330	699
POLQ	3976	288
POLN	248	135
POLM	323	115
POLL	644	255
POLK	3078	864
POLI	1175	515
POLH-AS1	26	7
POLH	2069	410
POLG2	1194	1856
POLG-DT	5	18
POLG	4451	1669
POLE4	892	75
POLE3	6814	4952
POLE2	1327	178
POLE	5133	1498
POLDIP3	2917	817
POLDIP2	8192	1487
POLD4	785	677
POLD3	3421	226
POLD2	2846	492
POLD1	1993	2514
POLB	854	518
POLA2	2752	277
POLA1	4464	233
POGZ	2895	1541
POGLUT3	3059	249
POGLUT2P1	0	11
POGLUT2	553	86
POGLUT1	1352	1192
POGK	5887	1010
POFUT2	516	525
POFUT1	6333	400
POF1B	2283	195
PODXL2	679	90
PODXL	2478	1403
PODNL1	14	11
POC5	967	341
POC1B-GALNT4	2070	1111
POC1B-AS1	117	131
POC1B	1425	85
POC1A	680	29
PNRC2P1	11	15
PNRC2	3589	25589
PNRC1	549	8889
PNPT1	7399	2964
PNPO	3773	317
PNPLA8	1688	593
PNPLA7	27	34
PNPLA6	840	246
PNPLA4	553	188
PNPLA3	449	28
PNPLA2	843	3339
PNP	4572	11241
PNO1	4818	1639
PNN-AS1	206	1806
PNN	10758	69954
PNMA8C	0	10
PNMA8A	995	64
PNMA6E	0	20
PNMA6A	123	19
PNMA2	3325	240
PNMA1	2776	4411
PNKP	1287	859
PNKD	1177	262
PNISR-AS1	235	369
PNISR	5929	10279
PNCK	12	33
PMVK	849	61
PMS2P9	87	25
PMS2P7	52	67
PMS2P6	11	15
PMS2P5	118	62
PMS2P4	173	67
PMS2P3	149	147
PMS2P2	56	63
PMS2P14	13	12
PMS2P13	14	6
PMS2P11	33	11
PMS2P1	1064	273
PMS2CL	429	612
PMS2	1724	313
PMS1	1933	260
PMPCB	5119	3022
PMPCA	2931	1033
PMP22	3494	3448
PMM2	5952	941
PMM1	413	173
PML	401	769
PMFBP1	213	537
PMF1-BGLAP	1001	114
PMF1	1304	159
PMEPA1	7620	504
PMEL	521	461
PMCH	1137	32
PMAIP1	1497	128511
PM20D2	5049	569
PLXND1	1594	332
PLXNC1	118	28
PLXNB3	39	53
PLXNB2	5871	2394
PLXNB1	915	177
PLXNA4	39	6
PLXNA3	165	616
PLXNA2	184	122
PLXNA1	1987	1187
PLXDC2	14	2
PLXDC1	6	25
PLVAP	2	25
PLTP	174	51
PLSCR4	722	212
PLSCR3	381	54
PLSCR2	2	195
PLSCR1	2474	3552
PLS3-AS1	9	84
PLS3	25923	3433
PLS1	5493	194
PLRG1	3401	1012
PLPPR3	18	133
PLPPR2	457	280
PLPP6	1035	8670
PLPP5	1331	896
PLPP3	1106	333
PLPP2	998	127
PLPP1	1577	154
PLPBP	2359	1949
PLP2	6250	481
PLOD3	1933	500
PLOD2	22149	5324
PLOD1	2169	76
PLLP	5224	1685
PLK5	4	60
PLK4	2789	1207
PLK3	222	428
PLK2	13194	31695
PLK1	5264	780
PLIN5	0	25
PLIN4	49	86
PLIN3	1938	335
PLIN2	2845	919
PLIN1	11	43
PLGRKT	665	44
PLGLB1	22	32
PLEKHS1	10	9
PLEKHO2	239	522
PLEKHO1	154	44
PLEKHN1	125	158
PLEKHM3	644	60
PLEKHM2	1164	765
PLEKHM1P1	376	262
PLEKHM1	1133	527
PLEKHJ1	1123	522
PLEKHH3	234	27
PLEKHH2	1442	878
PLEKHH1	618	105
PLEKHG6	176	330
PLEKHG5	88	81
PLEKHG4B	18	2
PLEKHG4	670	489
PLEKHG3	1797	474
PLEKHG2	1777	3102
PLEKHG1	41	25
PLEKHF2	930	567
PLEKHF1	120	31
PLEKHB2	7419	1114
PLEKHB1	44	0
PLEKHA8P1	373	90
PLEKHA8	1280	206
PLEKHA7	1380	161
PLEKHA6	2736	775
PLEKHA5	1093	97
PLEKHA4	21	10266
PLEKHA3P1	5	28
PLEKHA3	1466	512
PLEKHA2	1671	55
PLEKHA1	3811	504
PLEK2	394	33
PLEC	30221	22312
PLD6	692	344
PLD5P1	168	163
PLD5	618	66
PLD4	2399	801
PLD3	4095	217
PLD2	920	484
PLD1	969	174
PLCXD3	914	34
PLCXD2	1336	413
PLCXD1	2975	498
PLCL2-AS1	24	0
PLCL2	811	58
PLCH1	1673	213
PLCG2	379	515
PLCG1-AS1	1801	387
PLCG1	3225	578
PLCE1-AS1	144	2
PLCE1	3892	828
PLCD4	471	337
PLCD3	4665	464
PLCD1	87	25
PLCB4	2751	1237
PLCB3	1618	1352
PLCB2	15	0
PLCB1	94	268
PLBD2	2655	169
PLBD1-AS1	18	10
PLBD1	333	11
PLB1	50	102
PLAUR	1071	20311
PLAU	7842	9030
PLAT	59	41
PLAGL2	1671	1076
PLAGL1	722	311
PLAG1	44	58
PLAC9	12	18
PLAC8L1	29	29
PLAC8	12	23
PLAC1	14	0
PLAAT4	96	133
PLAAT3	1841	96
PLAAT2	11	61
PLAA	4781	1093
PLA2R1	354	29
PLA2G6	91	727
PLA2G4E-AS1	4	29
PLA2G4E	4	66
PLA2G4C-AS1	15	127
PLA2G4C	60	768
PLA2G4B	77	60
PLA2G4A	3531	1250
PLA2G15	387	133
PLA2G12AP1	15	25
PLA2G12A	1106	65
PLA1A	30	91
PKP4-AS1	304	107
PKP4	4374	293
PKP3	1537	413
PKP2	1224	257
PKNOX1	689	66
PKN3	528	151
PKN2	5161	722
PKN1	2955	186
PKMYT1	1641	208
PKMP3	10	144
PKM	142366	14133
PKLR	49	52
PKIG	585	74
PKIB	421	56
PKIA	82	0
PKDREJ	31	24
PKDCC	657	507
PKD2L2-DT	39	49
PKD2L2	367	188
PKD2L1	2	31
PKD2	3788	354
PKD1P6-NPIPP1	473	346
PKD1P6	331	212
PKD1P5	71	65
PKD1P4	112	62
PKD1P3	421	269
PKD1P2	236	191
PKD1P1	219	210
PKD1L3	25	162
PKD1L2	228	252
PKD1L1	10	24
PKD1-AS1	30	50
PKD1	972	879
PJVK	69	224
PJA2	4691	722
PJA1	790	413
PIWIL4-AS1	79	69
PIWIL4	56	242
PIWIL2-DT	28	193
PIWIL2	15	703
PITX2	158	144
PITX1-AS1	2912	554
PITX1	608	310
PITRM1-AS1	1228	457
PITRM1	6449	1467
PITPNM3	376	64
PITPNM2	864	118
PITPNM1	1036	710
PITPNC1	232	31
PITPNB	5248	833
PITPNA-AS1	292	81
PITPNA	6081	829
PITHD1	1480	811
PISD	824	575
PIR	1771	69
PIPSL	43	24
PIPOX	6	28
PIP5KL1	18	91
